death_AK,deathConfirmed_AK,deathProbable_AK,death_AL,deathConfirmed_AL,deathProbable_AL,death_AR,deathConfirmed_AR,deathProbable_AR,death_AZ,deathConfirmed_AZ,deathProbable_AZ,death_CA,deathConfirmed_CA,deathProbable_CA,death_CO,deathConfirmed_CO,deathProbable_CO,death_CT,deathConfirmed_CT,deathProbable_CT,death_DC,deathConfirmed_DC,deathProbable_DC,death_DE,deathConfirmed_DE,deathProbable_DE,death_FL,deathConfirmed_FL,deathProbable_FL,death_GA,deathConfirmed_GA,deathProbable_GA,death_HI,deathConfirmed_HI,deathProbable_HI,death_IA,deathConfirmed_IA,deathProbable_IA,death_ID,deathConfirmed_ID,deathProbable_ID,death_IL,deathConfirmed_IL,deathProbable_IL,death_IN,deathConfirmed_IN,deathProbable_IN,death_KS,deathConfirmed_KS,deathProbable_KS,death_KY,deathConfirmed_KY,deathProbable_KY,death_LA,deathConfirmed_LA,deathProbable_LA,death_MA,deathConfirmed_MA,deathProbable_MA,death_MD,deathConfirmed_MD,deathProbable_MD,death_ME,deathConfirmed_ME,deathProbable_ME,death_MI,deathConfirmed_MI,deathProbable_MI,death_MN,deathConfirmed_MN,deathProbable_MN,death_MO,deathConfirmed_MO,deathProbable_MO,death_MS,deathConfirmed_MS,deathProbable_MS,death_MT,deathConfirmed_MT,deathProbable_MT,death_NC,deathConfirmed_NC,deathProbable_NC,death_ND,deathConfirmed_ND,deathProbable_ND,death_NE,deathConfirmed_NE,deathProbable_NE,death_NH,deathConfirmed_NH,deathProbable_NH,death_NJ,deathConfirmed_NJ,deathProbable_NJ,death_NM,deathConfirmed_NM,deathProbable_NM,death_NV,deathConfirmed_NV,deathProbable_NV,death_NY,deathConfirmed_NY,deathProbable_NY,death_OH,deathConfirmed_OH,deathProbable_OH,death_OK,deathConfirmed_OK,deathProbable_OK,death_OR,deathConfirmed_OR,deathProbable_OR,death_PA,deathConfirmed_PA,deathProbable_PA,death_RI,deathConfirmed_RI,deathProbable_RI,death_SC,deathConfirmed_SC,deathProbable_SC,death_SD,deathConfirmed_SD,deathProbable_SD,death_TN,deathConfirmed_TN,deathProbable_TN,death_TX,deathConfirmed_TX,deathProbable_TX,death_UT,deathConfirmed_UT,deathProbable_UT,death_VA,deathConfirmed_VA,deathProbable_VA,death_VT,deathConfirmed_VT,deathProbable_VT,death_WA,deathConfirmed_WA,deathProbable_WA,death_WI,deathConfirmed_WI,deathProbable_WI,death_WV,deathConfirmed_WV,deathProbable_WV,death_WY,deathConfirmed_WY,deathProbable_WY,date
10,10,0,537,537,0,113,113,0,775,749,26,3630,3630,0,1062,1062,0,3637,3029,608,418,418,0,420,367,53,2268,2268,0,1785,1785,0,17,17,0,425,425,0,77,68,9,4715,4715,0,1941,1791,150,185,185,0,386,385,1,2668,2545,123,6228,6228,0,2274,2169,105,75,75,0,5586,5375,237,851,842,9,671,671,0,596,596,0,16,16,0,728,728,0,39,39,0,143,143,0,199,199,0,12666,10985,1681,294,294,0,400,400,0,28802,23195,5607,1872,1691,181,307,307,0,147,147,0,4984,4984,0,579,579,0,419,419,0,50,50,0,315,315,0,1480,1480,0,93,93,0,1136,1100,36,54,54,0,1044,1044,0,496,496,0,71,71,0,12,12,0,5/22/2020
10,10,0,529,529,0,110,110,0,763,739,24,3542,3542,0,1001,1001,0,3582,3010,572,412,412,0,417,364,53,2222,2222,0,1754,1754,0,17,17,0,406,406,0,77,68,9,4607,4607,0,1913,1764,149,178,178,0,376,375,1,2629,2506,123,6148,6148,0,2221,2116,105,73,73,0,5555,5349,237,818,809,9,661,661,0,580,580,0,16,16,0,716,716,0,38,38,0,138,138,0,190,190,0,12518,10843,1675,283,283,0,397,397,0,28663,23083,5580,1836,1653,183,304,304,0,145,145,0,4869,4869,0,556,556,0,407,407,0,48,48,0,313,313,0,1440,1440,0,92,92,0,1099,1064,35,54,54,0,1037,1037,0,487,487,0,70,70,0,11,11,0,5/21/2020
10,10,0,517,517,0,107,107,0,747,725,22,3436,3436,0,968,968,0,3529,2983,546,407,407,0,414,362,52,2173,2173,0,1687,1687,0,17,17,0,388,388,0,77,68,9,4525,4525,0,1864,1716,148,178,178,0,366,365,1,2608,2485,123,6066,6066,0,2198,2093,105,73,73,0,5514,5318,236,786,777,9,631,631,0,570,570,0,16,16,0,702,702,0,37,37,0,132,132,0,182,182,0,12416,10747,1669,276,276,0,393,393,0,28540,22976,5564,1781,1603,178,299,299,0,144,144,0,4624,4624,0,538,538,0,399,399,0,46,46,0,309,309,0,1419,1419,0,90,90,0,1074,1040,34,54,54,0,1031,1031,0,481,481,0,69,69,0,11,11,0,5/20/2020
10,10,0,504,504,0,102,102,0,704,684,20,3334,3334,0,921,921,0,3472,2951,521,400,400,0,408,357,51,2129,2129,0,1664,1664,0,17,17,0,372,372,0,74,65,9,4379,4379,0,1824,1678,146,173,173,0,366,345,1,2581,2458,123,5938,5938,0,2164,2061,103,73,73,0,5470,5278,233,757,748,9,616,616,0,554,554,0,16,16,0,691,691,0,37,37,0,125,125,0,172,172,0,12248,10586,1662,270,270,0,390,390,0,28437,22843,5594,1720,1556,164,294,294,0,140,140,0,4624,4624,0,532,532,0,399,399,0,46,46,0,305,305,0,1369,1369,0,88,88,0,1041,1007,34,54,54,0,1002,1002,0,467,467,0,68,68,0,10,10,0,5/19/2020
10,10,0,489,489,0,100,100,0,686,668,18,3302,3302,0,878,878,0,3449,2943,506,392,392,0,399,351,48,2073,2073,0,1642,1642,0,17,17,0,355,355,0,73,64,9,4234,4234,0,1765,1621,144,173,173,0,334,334,0,2563,2440,123,5862,5862,0,2122,2020,102,71,71,0,5427,5237,233,740,731,9,605,605,0,528,528,0,16,16,0,661,661,0,37,37,0,123,123,0,172,172,0,12096,10435,1661,265,265,0,383,383,0,28302,22729,5573,1657,1504,153,288,288,0,138,138,0,4505,4505,0,506,506,0,391,391,0,44,44,0,301,301,0,1347,1347,0,80,80,0,1014,980,34,54,54,0,1001,1001,0,459,459,0,67,67,0,8,8,0,5/18/2020
10,10,0,488,488,0,98,98,0,680,664,16,3261,3261,0,878,878,0,3408,2939,469,383,383,0,392,345,47,2049,2049,0,1606,1606,0,17,17,0,351,351,0,73,64,9,4177,4177,0,1751,1607,144,172,172,0,334,334,0,2491,2425,66,5797,5797,0,2090,1989,101,70,70,0,5396,5194,233,731,722,9,594,594,0,521,521,0,16,16,0,659,659,0,35,35,0,123,123,0,171,171,0,12013,10356,1657,259,259,0,375,375,0,28168,22619,5549,1625,1472,153,288,288,0,137,137,0,4418,4418,0,499,499,0,380,380,0,44,44,0,298,298,0,1336,1336,0,80,80,0,1009,975,34,54,54,0,1000,1000,0,453,453,0,67,67,0,8,8,0,5/17/2020
10,10,0,485,485,0,98,98,0,679,665,14,3204,3204,0,878,878,0,3339,2895,444,375,375,0,383,336,47,2040,2040,0,1592,1592,0,17,17,0,346,346,0,73,65,8,4129,4129,0,1741,1596,145,172,172,0,332,332,0,2479,2413,66,5705,5705,0,2040,1943,97,70,70,0,5357,5163,233,709,700,9,589,589,0,510,510,0,16,16,0,652,652,0,35,35,0,119,119,0,159,159,0,11903,10249,1654,253,253,0,369,369,0,27953,22478,5475,1610,1457,153,288,288,0,137,137,0,4403,4403,0,489,489,0,380,380,0,44,44,0,295,295,0,1305,1305,0,78,78,0,1002,968,34,53,53,0,992,992,0,453,453,0,64,64,0,7,7,0,5/16/2020
10,10,0,476,476,0,98,98,0,651,639,12,3108,3108,0,1091,1091,0,3285,2867,418,368,368,0,373,327,46,1991,1991,0,1557,1557,0,17,17,0,336,336,0,72,64,8,4058,4058,0,1691,1550,138,172,172,0,328,328,0,2448,2382,66,5592,5592,0,1991,1896,95,69,69,0,5325,5124,233,692,683,9,576,576,0,493,493,0,16,16,0,641,641,0,35,35,0,113,113,0,159,159,0,11789,10138,1651,242,242,0,368,368,0,27755,22304,5451,1581,1431,150,285,285,0,137,137,0,4342,4342,0,479,479,0,380,380,0,44,44,0,290,290,0,1272,1272,0,77,77,0,977,944,33,53,53,0,983,983,0,445,445,0,62,62,0,7,7,0,5/15/2020
10,10,0,467,467,0,97,97,0,624,614,10,3032,3032,0,1062,1062,0,3219,2826,393,358,358,0,362,318,44,1948,1948,0,1527,1527,0,17,17,0,318,318,0,69,61,8,3928,3928,0,1646,1508,138,164,164,0,326,326,0,2417,2351,66,5482,5382,100,1935,1840,95,69,69,0,5278,5092,232,663,663,9,562,562,0,480,480,0,16,16,0,615,615,0,31,31,0,107,107,0,150,150,0,11592,9946,1646,231,231,0,358,358,0,27617,22170,5447,1534,1388,146,284,284,0,137,137,0,4218,4218,0,468,468,0,371,371,0,43,43,0,287,287,0,1216,1216,0,75,75,0,955,927,28,53,53,0,975,975,0,434,434,0,60,60,0,7,7,0,5/14/2020
10,10,0,449,449,0,95,95,0,594,586,8,2934,2934,0,1009,1009,0,3125,2758,367,350,350,0,351,308,43,1898,1898,0,1505,1505,0,17,17,0,306,306,0,69,61,8,3792,3792,0,1619,1482,137,164,164,0,321,321,0,2381,2315,66,5315,5315,0,1881,1787,94,66,66,0,5232,5046,231,638,638,9,542,542,0,465,465,0,16,16,0,597,597,0,29,29,0,103,103,0,142,142,0,11340,9702,1638,219,219,0,355,355,0,27448,22013,5435,1483,1347,136,278,278,0,134,134,0,3943,3943,0,462,462,0,355,355,0,39,39,0,273,273,0,1158,1158,0,75,75,0,927,899,28,53,53,0,962,962,0,421,421,0,58,58,0,7,7,0,5/13/2020
10,10,0,429,429,0,95,95,0,562,556,6,2847,2847,0,987,987,0,3041,2733,308,336,336,0,334,296,38,1849,1849,0,1461,1461,0,17,17,0,289,289,0,70,62,8,3601,3601,0,1578,1444,134,158,158,0,311,311,0,2347,2281,66,5141,5141,0,1834,1742,92,65,65,0,5188,5001,230,614,614,0,524,524,0,457,457,0,16,16,0,577,577,0,25,25,0,100,100,0,133,133,0,11138,9508,1630,208,208,0,350,350,0,27282,21845,5437,1436,1303,133,278,278,0,130,130,0,3806,3806,0,444,444,0,355,355,0,39,39,0,265,265,0,1133,1133,0,73,73,0,891,864,27,53,53,0,945,945,0,418,418,0,57,57,0,7,7,0,5/12/2020
10,10,0,401,401,0,94,94,0,542,538,4,2770,2770,0,981,981,0,3008,2718,290,328,328,0,324,288,36,1805,1805,0,1441,1441,0,17,17,0,271,271,0,67,59,8,3459,3459,0,1540,1411,129,158,158,0,304,304,0,2308,2242,66,5108,5108,0,1788,1698,90,65,65,0,5139,4958,228,591,591,0,488,488,0,435,435,0,16,16,0,550,550,0,24,24,0,98,98,0,133,133,0,10926,9310,1616,200,200,0,344,344,0,27003,21640,5363,1357,1236,121,274,274,0,130,130,0,3731,3731,0,430,430,0,331,331,0,34,34,0,251,251,0,1100,1100,0,68,68,0,850,823,27,53,53,0,931,931,0,409,409,0,54,54,0,7,7,0,5/11/2020
10,10,0,393,393,0,88,88,0,536,535,1,2745,2745,0,967,967,0,2967,2633,334,323,323,0,312,277,35,1791,1791,0,1405,1405,0,17,17,0,265,265,0,67,60,7,3406,3406,0,1508,1379,129,157,157,0,304,304,0,2286,2213,73,4979,4979,0,1739,1652,87,64,64,0,5081,4911,228,578,578,0,482,482,0,430,430,0,16,16,0,547,547,0,24,24,0,96,96,0,131,131,0,10866,9255,1611,191,191,0,339,339,0,26798,21478,5320,1341,1220,121,272,272,0,127,127,0,3707,3707,0,422,422,0,331,331,0,34,34,0,243,243,0,1088,1088,0,67,67,0,839,813,26,53,53,0,921,921,0,400,400,0,54,54,0,7,7,0,5/10/2020
10,10,0,388,388,0,88,88,0,532,532,0,2678,2678,0,960,960,0,2932,2495,437,311,311,0,301,268,33,1785,1785,0,1400,1400,0,17,17,0,252,252,0,67,60,7,3349,3349,0,1490,1362,128,157,157,0,298,298,0,2267,2042,225,4840,4840,0,1692,1609,83,64,64,0,5036,4853,227,558,558,0,472,472,0,421,421,0,16,16,0,544,544,0,24,24,0,92,92,0,121,121,0,10715,9116,1599,181,181,0,334,334,0,26584,21271,5313,1331,1214,117,270,270,0,127,127,0,3688,3688,0,418,418,0,330,330,0,34,34,0,242,242,0,1049,1049,0,66,66,0,827,801,26,53,53,0,905,905,0,398,398,0,53,53,0,7,7,0,5/9/2020
10,10,0,375,375,0,88,88,0,517,517,0,2585,2585,0,961,961,0,2874,2436,438,304,304,0,297,264,33,1738,1738,0,1377,1377,0,17,17,0,243,243,0,67,60,7,3241,3241,0,1447,1328,119,152,152,0,294,294,0,2227,1991,236,4702,4702,0,1643,1561,82,63,63,0,4987,4809,215,534,534,0,449,449,0,409,409,0,16,16,0,527,527,0,24,24,0,90,90,0,114,114,0,10538,8952,1586,172,172,0,328,328,0,26358,21045,5313,1306,1185,121,266,266,0,124,124,0,3616,3616,0,399,399,0,316,316,0,31,31,0,241,241,0,1004,1004,0,61,61,0,812,787,25,53,53,0,891,891,0,384,384,0,51,51,0,7,7,0,5/8/2020
10,10,0,349,349,0,87,87,0,450,450,0,2504,2504,0,921,921,0,2797,2339,458,285,285,0,285,253,32,1667,1667,0,1336,1336,0,17,17,0,231,231,0,66,59,7,3111,3111,0,1414,1295,119,147,147,0,283,282,0,2208,1926,282,4552,4552,0,1580,1500,80,62,62,0,4925,4772,211,508,508,0,418,418,0,396,396,0,16,16,0,507,507,0,23,23,0,86,86,0,111,111,0,10368,8801,1567,169,169,0,320,320,0,26206,20828,5378,1271,1153,118,260,260,0,121,121,0,3416,3416,0,388,388,0,305,305,0,31,31,0,237,237,0,973,973,0,61,61,0,769,745,24,53,53,0,870,870,0,374,374,0,51,51,0,7,7,0,5/7/2020
10,10,0,340,340,0,85,85,0,426,426,0,2412,2412,0,903,903,0,2718,2339,379,277,277,0,269,237,32,1605,1605,0,1311,1311,0,17,17,0,219,219,0,65,58,7,2974,2974,0,1377,1264,113,144,144,0,275,274,0,2115,1907,208,4420,4420,0,1520,1444,76,62,62,0,4839,4714,209,485,485,0,396,396,0,374,374,0,16,16,0,477,477,0,22,22,0,82,82,0,92,92,0,10104,8549,1555,162,162,0,311,311,0,25956,19877,6079,1225,1114,111,253,253,0,115,115,0,3106,3106,0,370,370,0,305,305,0,29,29,0,239,239,0,948,948,0,58,58,0,713,690,23,52,52,0,862,862,0,362,362,0,50,50,0,7,7,0,5/6/2020
9,9,0,313,313,0,83,83,0,395,395,0,2317,2317,0,851,851,0,2633,2257,376,264,264,0,266,235,31,1536,1536,0,1288,1288,0,17,17,0,207,207,0,64,58,6,2838,2838,0,1326,1213,113,137,137,0,261,260,0,2115,1884,231,4212,4212,0,1476,1402,74,61,61,0,4781,4630,208,455,455,0,377,377,0,342,342,0,16,16,0,452,452,0,17,17,0,78,78,0,86,86,0,9783,8244,1539,156,156,0,297,297,0,25028,19645,5383,1135,1038,97,247,247,0,113,113,0,3012,3012,0,355,355,0,283,283,0,24,24,0,226,226,0,906,906,0,56,56,0,713,690,23,52,52,0,841,841,0,353,353,0,50,50,0,7,7,0,5/5/2020
9,9,0,296,296,0,81,81,0,362,362,0,2254,2254,0,842,842,0,2495,2168,327,258,258,0,255,226,29,1423,1423,0,1222,1222,0,17,17,0,188,188,0,64,58,6,2662,2662,0,1264,1151,113,136,136,0,253,252,0,2064,1905,159,4090,4090,0,1424,1353,71,57,57,0,4722,4573,206,428,428,0,358,358,0,310,310,0,16,16,0,430,430,0,15,15,0,78,78,0,86,86,0,9442,7910,1532,151,151,0,292,292,0,24788,19415,5373,1056,975,81,238,238,0,109,109,0,2458,2458,0,341,341,0,275,275,0,21,21,0,219,219,0,884,884,0,50,50,0,684,662,22,52,52,0,834,834,0,340,340,0,50,50,0,7,7,0,5/4/2020
9,9,0,290,290,0,76,76,0,362,362,0,2215,2215,0,832,832,0,2436,2089,347,251,251,0,246,220,26,1403,1403,0,1177,1177,0,16,16,0,184,184,0,63,57,6,2618,2618,0,1246,1132,114,134,134,0,248,252,0,1969,1845,124,4004,4004,0,1372,1302,70,57,57,0,4641,4516,205,419,419,0,352,352,0,303,303,0,16,16,0,422,422,0,16,16,0,76,76,0,84,84,0,9380,7871,1509,139,139,0,287,287,0,24576,19189,5387,1038,957,81,238,238,0,109,109,0,2444,2444,0,320,320,0,275,275,0,21,21,0,210,210,0,867,867,0,50,50,0,660,644,16,52,52,0,830,830,0,339,339,0,50,50,0,7,7,0,5/3/2020
9,9,0,288,288,0,73,73,0,348,348,0,2171,2171,0,820,820,0,2339,1998,341,240,240,0,235,209,26,1388,1388,0,1174,1174,0,16,16,0,175,175,0,63,57,6,2559,2559,0,1229,1116,113,131,131,0,248,248,0,1950,1801,149,3846,3846,0,1323,1258,65,56,56,0,4579,4436,203,395,395,0,351,351,0,291,291,0,16,16,0,420,420,0,24,24,0,73,73,0,81,81,0,9225,7742,1483,131,131,0,281,281,0,24035,18909,5126,1021,940,81,238,238,0,109,109,0,2418,2418,0,296,296,0,267,267,0,21,21,0,209,209,0,847,847,0,49,49,0,616,607,9,51,51,0,824,824,0,334,334,0,48,48,0,7,7,0,5/2/2020
9,9,0,279,279,0,64,64,0,330,330,0,2073,2073,0,777,777,0,2339,1924,415,231,231,0,222,197,25,1314,1314,0,1154,1154,0,16,16,0,170,170,0,63,57,6,2457,2457,0,1175,1064,111,130,130,0,240,240,0,1927,1740,187,3716,3716,0,1276,1214,62,55,55,0,4520,4376,203,371,371,0,337,337,0,281,281,0,16,16,0,399,399,0,23,23,0,70,70,0,72,72,0,9000,7538,1462,123,123,0,277,277,0,23841,18610,5231,1002,922,80,230,230,0,104,104,0,2354,2354,0,279,279,0,256,256,0,21,21,0,204,204,0,816,816,0,46,46,0,581,572,9,50,50,0,814,814,0,327,327,0,46,46,0,7,7,0,5/1/2020
9,9,0,269,269,0,61,61,0,320,320,0,1982,1982,0,766,766,0,2257,1862,395,224,224,0,210,185,25,1290,1290,0,1120,1120,0,16,16,0,162,162,0,60,54,6,2355,2355,0,1114,1005,109,129,129,0,235,235,0,1862,1729,133,3562,3562,0,1226,1167,59,53,53,0,4434,4317,202,343,343,0,329,329,0,261,261,0,16,16,0,378,378,0,19,19,0,68,68,0,66,66,0,8664,7228,1436,112,112,0,269,269,0,23616,18321,5295,975,898,77,222,222,0,103,103,0,2292,2292,0,266,266,0,244,244,0,17,17,0,199,199,0,782,782,0,46,46,0,552,543,9,49,49,0,801,801,0,316,316,0,41,41,0,7,7,0,4/30/2020
9,9,0,245,245,0,59,59,0,304,304,0,1887,1887,0,760,760,0,2168,1764,404,205,205,0,204,179,25,1240,1240,0,1093,1093,0,16,16,0,148,148,0,60,55,5,2215,2215,0,1065,958,107,125,125,0,225,225,0,1802,1703,99,3405,3405,0,1168,1110,58,52,52,0,4335,4232,199,319,319,0,318,318,0,250,250,0,16,16,0,354,354,0,19,19,0,55,55,0,60,60,0,8184,6770,1414,110,110,0,257,257,0,23287,18015,5272,937,856,81,214,214,0,101,101,0,2195,2195,0,251,251,0,203,203,0,13,13,0,195,195,0,732,732,0,45,45,0,522,513,9,47,47,0,786,786,0,308,308,0,38,38,0,7,7,0,4/29/2020
9,9,0,242,242,0,52,52,0,293,293,0,1809,1809,0,706,706,0,2089,1639,450,190,190,0,192,170,22,1154,1154,0,1026,1026,0,16,16,0,136,136,0,58,53,5,2125,2125,0,901,796,105,124,124,0,213,213,0,1758,1660,98,3153,3153,0,1099,1042,57,51,51,0,4247,4136,198,301,301,0,314,314,0,239,239,0,15,15,0,342,342,0,19,19,0,55,55,0,60,60,0,7835,6442,1393,104,104,0,251,251,0,22777,17638,5139,799,757,42,207,207,0,92,92,0,1716,1716,0,239,239,0,177,177,0,11,11,0,188,188,0,690,690,0,45,45,0,492,487,5,47,47,0,765,765,0,300,300,0,37,37,0,7,7,0,4/28/2020
9,9,0,222,222,0,50,50,0,275,275,0,1755,1755,0,680,680,0,1998,1544,454,185,185,0,181,159,22,1101,1101,0,971,971,0,14,14,0,127,127,0,56,51,5,1983,1983,0,844,741,103,120,120,0,208,208,0,1697,1599,98,3003,3003,0,1045,990,55,51,51,0,4148,4049,191,286,286,0,288,288,0,229,229,0,14,14,0,306,306,0,19,19,0,56,56,0,60,60,0,7407,6044,1363,99,99,0,245,245,0,22267,17303,4964,753,712,41,197,197,0,92,92,0,1597,1597,0,233,233,0,174,174,0,11,11,0,184,184,0,663,663,0,41,41,0,458,454,4,47,47,0,749,749,0,281,281,0,36,36,0,7,7,0,4/27/2020
9,9,0,216,216,0,49,49,0,275,275,0,1710,1710,0,672,672,0,1924,1423,501,178,178,0,168,147,21,1094,1094,0,912,912,0,14,14,0,118,118,0,56,51,5,1933,1933,0,813,713,100,118,118,0,205,205,0,1670,1596,74,2899,2899,0,1001,950,51,50,50,0,4036,3957,190,272,272,0,274,274,0,227,227,0,14,14,0,299,299,0,17,17,0,53,53,0,60,60,0,7268,5938,1330,93,93,0,235,235,0,21804,16966,4838,728,687,41,195,195,0,91,91,0,1550,1550,0,226,226,0,174,174,0,11,11,0,181,181,0,648,648,0,41,41,0,448,444,4,46,46,0,738,738,0,272,272,0,34,34,0,7,7,0,4/26/2020
9,9,0,212,212,0,47,47,0,266,266,0,1651,1651,0,674,674,0,1862,1331,531,165,165,0,155,136,19,1075,1075,0,904,904,0,13,13,0,112,112,0,54,49,5,1874,1874,0,785,687,98,117,117,0,200,200,0,1644,1574,70,2877,2877,0,948,900,48,50,50,0,3929,3846,184,244,244,0,273,273,0,221,221,0,14,14,0,289,289,0,16,16,0,50,50,0,53,53,0,7166,5863,1303,84,84,0,229,229,0,21326,16599,4727,711,671,40,194,194,0,87,87,0,1537,1537,0,215,215,0,166,166,0,10,10,0,178,178,0,623,623,0,41,41,0,436,432,4,46,46,0,665,665,0,266,266,0,32,32,0,7,7,0,4/25/2020
9,9,0,197,197,0,45,45,0,266,266,0,1562,1562,0,552,552,0,1764,1086,678,153,153,0,147,128,19,1031,1031,0,892,892,0,12,12,0,107,107,0,54,49,5,1795,1795,0,741,645,96,111,111,0,191,191,0,1601,1534,67,2877,2877,0,899,853,46,47,47,0,3818,3745,182,221,221,0,262,262,0,209,209,0,14,14,0,269,269,0,15,15,0,47,47,0,51,51,0,6886,5617,1269,78,78,0,216,216,0,20759,16162,4597,690,649,41,188,188,0,86,86,0,1492,1492,0,202,202,0,150,150,0,10,10,0,168,168,0,593,593,0,39,39,0,410,407,3,44,44,0,659,659,0,262,262,0,32,32,0,7,7,0,4/24/2020
9,9,0,197,197,0,45,45,0,249,249,0,1469,1469,0,508,508,0,1639,1036,603,139,139,0,131,114,17,979,979,0,872,872,0,12,12,0,96,96,0,54,50,4,1688,1688,0,706,612,94,112,112,0,185,185,0,1540,1477,63,2769,2769,0,831,789,42,44,44,0,3711,3636,180,200,200,0,218,218,0,201,201,0,14,14,0,253,253,0,15,15,0,45,45,0,48,48,0,6607,5368,1239,71,71,0,210,210,0,20212,15740,4472,656,618,38,179,179,0,83,83,0,1421,1421,0,213,213,0,150,150,0,9,9,0,170,170,0,561,561,0,35,35,0,372,370,2,43,43,0,654,654,0,257,257,0,29,29,0,7,7,0,4/23/2020
9,9,0,194,194,0,42,42,0,229,229,0,1354,1354,0,486,486,0,1544,1036,508,127,127,0,117,103,14,910,910,0,836,836,0,12,12,0,90,90,0,51,47,4,1565,1565,0,661,570,91,110,110,0,171,171,0,1473,1415,58,2597,2597,0,779,738,41,39,39,0,3602,3531,174,179,179,0,208,208,0,193,193,0,14,14,0,242,242,0,14,14,0,38,38,0,42,42,0,6275,5063,1212,65,65,0,201,201,0,19647,15302,4345,610,584,26,170,170,0,78,78,0,1622,1622,0,201,201,0,140,140,0,8,8,0,166,166,0,543,543,0,34,34,0,349,347,2,40,40,0,647,647,0,246,246,0,26,26,0,6,6,0,4/22/2020
9,9,0,177,177,0,43,43,0,208,208,0,1268,1268,0,449,449,0,1423,971,452,112,112,0,104,92,12,856,856,0,799,799,0,10,10,0,83,83,0,48,44,4,1468,1468,0,630,541,89,107,107,0,154,154,0,1405,1351,54,2449,2449,0,732,692,40,36,36,0,3471,3428,171,160,160,0,189,189,0,183,183,0,12,12,0,213,213,0,13,13,0,33,33,0,42,42,0,5932,4753,1179,58,58,0,193,193,0,19040,14828,4212,557,538,19,164,164,0,78,78,0,1564,1564,0,186,186,0,124,124,0,8,8,0,157,157,0,517,517,0,32,32,0,324,321,3,40,40,0,640,640,0,242,242,0,26,26,0,6,6,0,4/21/2020
9,9,0,167,167,0,42,42,0,187,187,0,1208,1208,0,422,422,0,1331,868,463,105,105,0,99,89,10,806,806,0,733,733,0,10,10,0,79,79,0,45,41,4,1349,1349,0,569,483,86,100,100,0,148,148,0,1328,1278,50,2303,2303,0,683,644,39,35,35,0,3347,3300,169,143,143,0,177,177,0,169,169,0,10,10,0,179,179,0,13,13,0,28,28,0,41,41,0,5518,4377,1141,55,55,0,180,180,0,18412,14347,4065,509,491,18,143,143,0,75,75,0,1204,1204,0,175,175,0,120,120,0,7,7,0,152,152,0,495,495,0,28,28,0,300,300,0,38,38,0,629,629,0,230,230,0,24,24,0,2,2,0,4/20/2020
9,9,0,154,154,0,40,40,0,184,184,0,1166,1166,0,411,411,0,1086,671,415,96,96,0,90,80,10,781,781,0,687,687,0,9,9,0,75,75,0,44,40,4,1290,1290,0,562,478,84,92,92,0,144,144,0,1296,1251,45,2146,2146,0,626,592,34,34,34,0,3236,3178,160,134,134,0,176,176,0,159,159,0,10,10,0,172,172,0,10,10,0,28,28,0,38,38,0,5310,4202,1108,53,53,0,172,172,0,17793,13869,3924,471,453,18,140,140,0,74,74,0,1112,1112,0,164,164,0,120,120,0,7,7,0,148,148,0,477,477,0,27,27,0,277,277,0,38,38,0,615,615,0,220,220,0,18,18,0,2,2,0,4/19/2020
9,9,0,146,146,0,38,38,0,177,177,0,1072,1072,0,391,391,0,1036,602,434,91,91,0,86,77,9,754,754,0,673,673,0,9,9,0,74,74,0,43,39,4,1259,1259,0,545,464,81,86,86,0,137,137,0,1267,1227,40,1983,1983,0,582,550,32,32,32,0,3107,3076,152,121,121,0,175,175,0,152,152,0,10,10,0,164,164,0,9,9,0,24,24,0,37,37,0,5139,4070,1069,51,51,0,168,168,0,17141,13362,3779,451,434,17,139,139,0,72,72,0,836,836,0,150,150,0,119,119,0,7,7,0,145,145,0,453,453,0,25,25,0,258,258,0,38,38,0,598,598,0,211,211,0,16,16,0,2,2,0,4/18/2020
9,9,0,144,144,0,37,37,0,169,169,0,985,985,0,374,374,0,1036,554,482,86,86,0,76,67,9,699,699,0,650,650,0,9,9,0,64,64,0,41,38,3,1134,1134,0,519,440,79,84,84,0,129,129,0,1213,1178,35,1822,1822,0,541,512,29,29,29,0,2984,2955,148,111,111,0,165,165,0,140,140,0,8,8,0,152,152,0,9,9,0,24,24,0,37,37,0,4853,3840,1013,44,44,0,162,162,0,16473,12822,3651,418,401,17,136,136,0,70,70,0,756,756,0,118,118,0,109,109,0,7,7,0,142,142,0,428,428,0,23,23,0,231,231,0,35,35,0,585,585,0,205,205,0,13,13,0,2,2,0,4/17/2020
9,9,0,133,133,0,37,37,0,150,150,0,890,890,0,357,357,0,971,494,477,81,81,0,70,61,9,646,646,0,587,587,0,9,9,0,60,60,0,41,38,3,1072,1072,0,477,401,76,80,80,0,122,122,0,1156,1127,29,1667,1667,0,499,471,28,27,27,0,2841,2836,140,94,94,0,152,152,0,129,129,0,7,7,0,131,131,0,9,9,0,21,21,0,32,32,0,4489,3518,971,36,36,0,158,158,0,15669,12192,3477,389,373,16,131,131,0,64,64,0,707,707,0,105,105,0,107,107,0,7,7,0,141,141,0,393,393,0,21,21,0,208,208,0,35,35,0,571,571,0,197,197,0,13,13,0,2,2,0,4/16/2020
