death_AK,deathConfirmed_AK,deathProbable_AK,death_AL,deathConfirmed_AL,deathProbable_AL,death_AR,deathConfirmed_AR,deathProbable_AR,death_AZ,deathConfirmed_AZ,deathProbable_AZ,death_CA,deathConfirmed_CA,deathProbable_CA,death_CO,deathConfirmed_CO,deathProbable_CO,death_CT,deathConfirmed_CT,deathProbable_CT,death_DC,deathConfirmed_DC,deathProbable_DC,death_DE,deathConfirmed_DE,deathProbable_DE,death_FL,deathConfirmed_FL,deathProbable_FL,death_GA,deathConfirmed_GA,deathProbable_GA,death_HI,deathConfirmed_HI,deathProbable_HI,death_IA,deathConfirmed_IA,deathProbable_IA,death_ID,deathConfirmed_ID,deathProbable_ID,death_IL,deathConfirmed_IL,deathProbable_IL,death_IN,deathConfirmed_IN,deathProbable_IN,death_KS,deathConfirmed_KS,deathProbable_KS,death_KY,deathConfirmed_KY,deathProbable_KY,death_LA,deathConfirmed_LA,deathProbable_LA,death_MA,deathConfirmed_MA,deathProbable_MA,death_MD,deathConfirmed_MD,deathProbable_MD,death_ME,deathConfirmed_ME,deathProbable_ME,death_MI,deathConfirmed_MI,deathProbable_MI,death_MN,deathConfirmed_MN,deathProbable_MN,death_MO,deathConfirmed_MO,deathProbable_MO,death_MS,deathConfirmed_MS,deathProbable_MS,death_MT,deathConfirmed_MT,deathProbable_MT,death_NC,deathConfirmed_NC,deathProbable_NC,death_ND,deathConfirmed_ND,deathProbable_ND,death_NE,deathConfirmed_NE,deathProbable_NE,death_NH,deathConfirmed_NH,deathProbable_NH,death_NJ,deathConfirmed_NJ,deathProbable_NJ,death_NM,deathConfirmed_NM,deathProbable_NM,death_NV,deathConfirmed_NV,deathProbable_NV,death_NY,deathConfirmed_NY,deathProbable_NY,death_OH,deathConfirmed_OH,deathProbable_OH,death_OK,deathConfirmed_OK,deathProbable_OK,death_OR,deathConfirmed_OR,deathProbable_OR,death_PA,deathConfirmed_PA,deathProbable_PA,death_RI,deathConfirmed_RI,deathProbable_RI,death_SC,deathConfirmed_SC,deathProbable_SC,death_SD,deathConfirmed_SD,deathProbable_SD,death_TN,deathConfirmed_TN,deathProbable_TN,death_TX,deathConfirmed_TX,deathProbable_TX,death_UT,deathConfirmed_UT,deathProbable_UT,death_VA,deathConfirmed_VA,deathProbable_VA,death_VT,deathConfirmed_VT,deathProbable_VT,death_WA,deathConfirmed_WA,deathProbable_WA,death_WI,deathConfirmed_WI,deathProbable_WI,death_WV,deathConfirmed_WV,deathProbable_WV,death_WY,deathConfirmed_WY,deathProbable_WY,date
14,14,0,907,887,20,240,240,0,1535,1435,100,5812,5812,0,1475,1475,0,4307,3440,867,546,546,0,507,449,58,3464,3464,0,2770,2770,0,17,17,0,704,704,0,90,70,20,7048,6847,201,2595,2403,192,264,264,0,553,550,3,3190,3077,113,8013,7815,198,3142,3015,127,103,102,1,6134,5888,246,1446,1411,35,990,990,0,1022,1005,17,22,22,0,1303,1303,0,77,68,9,260,260,0,365,365,0,14819,13060,1759,485,485,0,498,498,0,31075,24814,6261,2788,2545,243,377,377,0,202,202,0,6579,6579,0,927,927,0,694,692,2,88,88,0,577,552,25,2324,2324,0,166,166,0,1700,1596,104,56,56,0,1300,1300,0,766,766,0,92,92,0,20,20,0,6/26/2020
12,12,0,896,880,16,240,240,0,1490,1393,97,5733,5733,0,1457,1457,0,4298,3434,864,543,543,0,507,449,58,3423,3423,0,2745,2745,0,17,17,0,695,695,0,90,70,20,7014,6810,204,2586,2394,192,261,261,0,546,542,4,3164,3051,113,7963,7776,187,3129,3001,128,103,102,1,6133,5886,247,1441,1406,35,982,982,0,1016,999,17,21,21,0,1284,1284,0,76,67,9,257,257,0,347,347,0,14776,13018,1758,480,480,0,495,495,0,31029,24800,6229,2772,2530,242,375,375,0,197,197,0,6557,6557,0,920,920,0,693,691,2,87,87,0,567,540,27,2296,2296,0,164,164,0,1675,1572,103,56,56,0,1293,1293,0,766,766,0,92,92,0,20,20,0,6/25/2020
12,12,0,891,879,12,240,240,0,1463,1366,97,5632,5632,0,1455,1455,0,4287,3423,864,541,541,0,505,447,58,3377,3377,0,2698,2698,0,17,17,0,692,692,0,89,69,20,6974,6770,204,2578,2386,192,261,261,0,538,534,4,3152,3039,113,7938,7752,186,3108,2978,130,103,102,1,6114,5868,246,1432,1397,35,975,975,0,1011,994,17,21,21,0,1266,1266,0,74,66,8,256,256,0,343,343,0,14753,12995,1758,476,476,0,494,494,0,31001,24782,6219,2755,2516,239,372,372,0,195,195,0,6518,6518,0,912,912,0,683,683,0,84,84,0,556,535,21,2249,2249,0,163,163,0,1661,1559,102,56,56,0,1284,1284,0,757,757,0,92,92,0,20,20,0,6/24/2020
12,12,0,864,854,10,237,237,0,1384,1291,93,5580,5580,0,1438,1438,0,4277,3414,863,537,537,0,504,446,58,3333,3333,0,2688,2688,0,17,17,0,688,688,0,89,69,20,6911,6707,204,2569,2377,192,259,259,0,537,533,4,3134,3021,113,7890,7710,180,3092,2963,129,102,101,1,6109,5864,245,1425,1393,32,961,961,0,989,972,17,21,21,0,1251,1251,0,73,67,6,249,249,0,339,339,0,14707,12949,1758,469,469,0,492,492,0,30970,24766,6204,2735,2497,238,371,371,0,192,192,0,6464,6464,0,906,906,0,673,673,0,83,83,0,542,521,21,2220,2220,0,163,163,0,1645,1542,103,56,56,0,1276,1276,0,750,750,0,92,92,0,20,20,0,6/23/2020
12,12,0,841,831,10,227,227,0,1342,1251,91,5515,5515,0,1429,1429,0,4263,3403,860,535,535,0,504,446,58,3266,3266,0,2648,2648,0,17,17,0,686,686,0,89,69,20,6875,6671,204,2553,2363,190,259,259,0,526,522,4,3117,3004,113,7874,7694,180,3074,2945,129,102,102,0,6097,5853,244,1416,1384,32,961,961,0,978,961,17,21,21,0,1223,1223,0,72,66,6,244,244,0,339,339,0,14651,12895,1756,469,469,0,492,492,0,30934,24739,6195,2704,2467,237,369,369,0,192,192,0,6426,6426,0,903,903,0,659,659,0,81,81,0,531,510,21,2192,2192,0,158,158,0,1620,1517,103,56,56,0,1270,1270,0,745,745,0,89,89,0,20,20,0,6/22/2020
12,12,0,839,829,10,224,224,0,1339,1248,91,5495,5495,0,1429,1429,0,4260,3401,859,533,533,0,504,446,58,3254,3254,0,2643,2643,0,17,17,0,685,685,0,89,69,20,6851,6647,204,2540,2350,190,254,254,0,526,523,3,3105,2993,112,7858,7677,181,3066,2937,129,102,102,0,6090,5846,244,1412,1380,32,956,956,0,938,922,16,20,20,0,1220,1220,0,71,65,6,244,244,0,339,339,0,14623,12870,1753,469,469,0,492,492,0,30884,24725,6159,2700,2463,237,369,369,0,190,190,0,6423,6423,0,894,894,0,653,653,0,81,81,0,526,505,21,2182,2182,0,158,158,0,1611,1508,103,56,56,0,1265,1265,0,744,744,0,89,89,0,20,20,0,6/21/2020
12,12,0,838,828,10,224,224,0,1338,1247,91,5424,5424,0,1429,1429,0,4251,3394,857,531,531,0,504,446,58,3237,3237,0,2642,2642,0,17,17,0,681,681,0,89,69,20,6829,6625,204,2536,2346,190,254,254,0,524,521,3,3104,2992,112,7828,7647,181,3052,2923,129,102,102,0,6087,5843,244,1404,1372,32,955,955,0,938,922,16,20,20,0,1212,1212,0,71,65,6,244,244,0,337,337,0,14608,12857,1751,464,464,0,491,491,0,30839,24710,6129,2697,2460,237,368,368,0,189,189,0,6419,6419,0,894,894,0,644,644,0,81,81,0,524,503,21,2165,2165,0,155,155,0,1607,1504,103,56,56,0,1255,1255,0,744,744,0,88,88,0,20,20,0,6/20/2020
12,12,0,822,812,10,214,214,0,1312,1224,88,5360,5360,0,1417,1417,0,4238,3385,853,530,530,0,504,446,58,3197,3197,0,2636,2636,0,17,17,0,681,681,0,89,69,20,6718,6580,204,2516,2327,189,254,254,0,522,519,3,3084,2972,112,7800,7619,181,3030,2901,129,102,102,0,6067,5823,244,1393,1361,32,948,948,0,938,922,16,20,20,0,1197,1197,0,71,65,6,240,240,0,331,331,0,14585,12835,1750,456,456,0,491,491,0,30816,24686,6130,2667,2430,237,367,367,0,188,188,0,6399,6399,0,894,894,0,639,639,0,81,81,0,515,494,21,2140,2140,0,155,155,0,1602,1499,103,56,56,0,1245,1245,0,730,730,0,88,88,0,20,20,0,6/19/2020
12,12,0,810,801,9,208,208,0,1271,1184,87,5290,5290,0,1402,1402,0,4226,3378,848,527,527,0,502,444,58,3154,3154,0,2605,2605,0,17,17,0,679,679,0,88,68,20,6718,6537,181,2491,2304,187,247,247,0,520,518,2,3062,2950,112,7770,7591,179,3016,2886,130,102,102,0,6061,5818,243,1376,1344,32,946,946,0,938,922,16,20,20,0,1175,1175,0,70,64,6,234,234,0,330,330,0,14550,12800,1750,452,452,0,489,489,0,30767,24661,6106,2633,2401,232,366,366,0,187,187,0,6361,6361,0,885,885,0,621,621,0,78,78,0,509,488,21,2105,2105,0,152,152,0,1586,1482,104,56,56,0,1226,1226,0,719,719,0,88,88,0,18,18,0,6/18/2020
12,12,0,790,784,6,197,197,0,1239,1159,80,5208,5208,0,1373,1373,0,4219,3373,846,523,523,0,502,444,58,3110,3110,0,2575,2575,0,17,17,0,673,673,0,88,68,20,6666,6485,181,2475,2289,186,247,247,0,518,516,2,3062,2950,112,7734,7568,166,2996,2866,130,102,102,0,6036,5792,244,1357,1325,32,909,909,0,938,922,16,20,20,0,1168,1168,0,70,66,4,231,231,0,326,326,0,14518,12769,1749,447,447,0,486,486,0,30722,24629,6093,2611,2377,234,364,364,0,183,183,0,6319,6319,0,876,876,0,617,617,0,78,78,0,497,476,21,2062,2062,0,149,149,0,1583,1478,105,55,55,0,1231,1231,0,712,712,0,88,88,0,18,18,0,6/17/2020
12,12,0,785,779,6,182,182,0,1219,1140,79,5121,5121,0,1373,1373,0,4210,3362,848,520,520,0,499,441,58,3085,3085,0,2529,2529,0,17,17,0,669,669,0,88,68,20,6579,6398,181,2447,2265,182,245,245,0,512,510,2,3042,2930,112,7665,7508,157,2982,2851,131,101,101,0,6034,5790,244,1344,1313,31,882,882,0,915,899,16,19,19,0,1154,1154,0,69,66,3,220,220,0,320,320,0,14476,12727,1749,440,440,0,485,485,0,30683,24608,6075,2597,2362,235,363,363,0,182,182,0,6276,6276,0,865,865,0,607,607,0,77,77,0,493,472,21,2029,2029,0,145,145,0,1570,1465,105,55,55,0,1221,1221,0,703,703,0,88,88,0,18,18,0,6/16/2020
12,12,0,774,769,5,182,182,0,1194,1127,67,5089,5089,0,1348,1348,0,4204,3356,848,515,515,0,498,440,58,3030,3030,0,2494,2494,0,17,17,0,655,655,0,87,67,20,6507,6326,181,2433,2251,182,245,245,0,505,503,2,3018,2906,112,7647,7490,157,2947,2817,130,101,101,0,6017,5772,245,1335,1304,31,880,880,0,895,879,16,19,19,0,1118,1118,0,68,65,3,216,216,0,320,320,0,14424,12676,1748,435,435,0,483,483,0,30645,24579,6066,2573,2342,231,359,359,0,180,180,0,6243,6243,0,851,851,0,602,602,0,75,75,0,483,462,21,1983,1983,0,143,143,0,1552,1444,108,55,55,0,1217,1217,0,694,694,0,88,88,0,18,18,0,6/15/2020
12,12,0,773,768,5,179,179,0,1186,1119,67,5063,5063,0,1348,1348,0,4201,3355,846,515,515,0,496,438,58,3022,3022,0,2451,2451,0,17,17,0,652,652,0,87,67,20,6489,6308,181,2422,2240,182,243,243,0,499,497,2,3014,2901,113,7624,7467,157,2939,2811,128,100,100,0,6016,5771,245,1329,1298,31,879,879,0,891,873,16,19,19,0,1109,1109,0,67,64,3,216,216,0,318,318,0,14372,12625,1747,431,431,0,479,479,0,30605,24551,6054,2557,2327,230,359,359,0,176,176,0,6215,6215,0,833,833,0,600,600,0,75,75,0,475,454,21,1976,1976,0,139,139,0,1546,1438,108,55,55,0,1213,1213,0,692,692,0,88,88,0,18,18,0,6/14/2020
12,12,0,773,768,5,176,176,0,1183,1116,67,4989,4989,0,1348,1348,0,4186,3342,844,511,511,0,495,437,58,3016,3016,0,2446,2446,0,17,17,0,650,650,0,87,67,20,6470,6289,181,2413,2231,182,243,243,0,499,497,2,3004,2891,113,7576,7420,156,2926,2799,127,100,100,0,6013,5768,245,1314,1283,31,879,879,0,889,873,16,18,18,0,1104,1104,0,67,64,3,216,216,0,315,315,0,14335,12589,1746,426,426,0,478,478,0,30565,24527,6038,2554,2324,230,359,359,0,174,174,0,6211,6211,0,833,833,0,599,599,0,75,75,0,472,451,21,1957,1957,0,139,139,0,1541,1435,106,55,55,0,1204,1204,0,691,691,0,88,88,0,18,18,0,6/13/2020
12,12,0,769,764,5,176,176,0,1144,1060,67,4943,4943,0,1339,1339,0,4159,3321,838,506,506,0,494,436,58,2967,2967,0,2418,2418,0,17,17,0,643,643,0,86,66,20,6441,6260,181,2396,2214,182,243,243,0,493,491,2,2996,2883,113,7538,7382,156,2900,2773,127,100,100,0,5990,5745,245,1305,1274,31,872,872,0,881,856,16,18,18,0,1092,1092,0,67,64,3,212,212,0,308,308,0,14232,12489,1743,426,426,0,475,475,0,30511,24495,6016,2508,2280,228,359,359,0,173,173,0,6162,6162,0,833,833,0,593,593,0,74,74,0,468,447,21,1939,1939,0,139,139,0,1534,1426,108,55,55,0,1194,1194,0,689,689,0,86,86,0,18,18,0,6/12/2020
11,11,0,755,750,5,171,171,0,1127,1060,67,4881,4881,0,1328,1328,0,4146,3308,838,502,502,0,494,436,58,2938,2938,0,2375,2375,0,17,17,0,639,639,0,85,65,20,6363,6185,178,2380,2198,182,240,240,0,493,491,2,2987,2874,113,7492,7337,155,2875,2750,125,100,100,0,5985,5738,247,1280,1249,31,860,860,0,868,851,17,18,18,0,1064,1064,0,67,64,3,195,195,0,301,301,0,14183,12443,1740,410,410,0,475,475,0,30431,24442,5989,2490,2263,227,357,357,0,171,171,0,6113,6113,0,823,823,0,588,588,0,73,73,0,441,441,0,1920,1920,0,131,131,0,1520,1413,107,55,55,0,1190,1190,0,682,682,0,85,85,0,18,18,0,6/11/2020
11,11,0,744,739,5,165,165,0,1095,1029,66,4776,4776,0,1312,1312,0,4120,3283,837,499,499,0,493,435,58,2889,2889,0,2329,2329,0,17,17,0,630,630,0,85,65,20,6273,6095,178,2355,2173,182,240,240,0,484,482,2,2968,2855,113,7454,7300,154,2844,2719,125,100,100,0,5952,5708,244,1267,1236,31,848,848,0,868,851,17,18,18,0,1053,1053,0,67,64,3,191,191,0,294,294,0,14116,12377,1739,404,404,0,474,474,0,30376,24404,5972,2457,2231,226,355,355,0,169,169,0,6062,6062,0,812,812,0,575,575,0,69,69,0,436,436,0,1885,1885,0,128,128,0,1514,1408,106,55,55,0,1176,1176,0,671,671,0,85,85,0,18,18,0,6/10/2020
11,11,0,729,725,4,161,161,0,1070,1006,64,4697,4697,0,1292,1292,0,4097,3266,831,495,495,0,492,434,58,2851,2851,0,2285,2285,0,17,17,0,624,624,0,83,63,20,6196,6018,178,2339,2158,181,236,236,0,477,475,2,2957,2844,113,7408,7255,153,2811,2686,125,100,100,0,5951,5708,244,1228,1217,11,840,840,0,837,821,16,18,18,0,1029,1029,0,65,62,3,188,188,0,286,286,0,14040,12303,1737,400,400,0,472,472,0,30309,24348,5961,2421,2196,225,353,353,0,169,169,0,6014,6014,0,808,808,0,568,568,0,68,68,0,435,435,0,1853,1853,0,127,127,0,1496,1391,105,55,55,0,1161,1161,0,661,661,0,84,84,0,17,17,0,6/9/2020
10,10,0,718,714,4,155,155,0,1047,985,62,4653,4653,0,1274,1274,0,4084,3239,845,491,491,0,490,432,58,2798,2798,0,2208,2208,0,17,17,0,612,612,0,83,63,20,6102,5924,178,2316,2135,181,236,236,0,472,470,2,2944,2831,113,7353,7217,136,2776,2653,123,99,99,0,5942,5707,244,1208,1197,11,819,819,0,837,821,16,18,18,0,1006,1006,0,62,59,3,188,188,0,286,286,0,13947,12214,1733,396,396,0,469,469,0,30239,24299,5940,2404,2177,227,348,348,0,164,164,0,5953,5953,0,799,799,0,557,557,0,65,65,0,421,421,0,1830,1830,0,124,124,0,1477,1373,104,55,55,0,1159,1159,0,646,646,0,84,84,0,17,17,0,6/8/2020
10,10,0,692,688,4,154,154,0,1044,984,60,4626,4626,0,1274,1274,0,4071,3229,842,489,489,0,488,430,58,2786,2786,0,2180,2180,0,17,17,0,604,604,0,83,63,20,5904,5904,0,2303,2121,182,232,232,0,470,468,2,2936,2825,111,7316,7179,137,2749,2625,124,99,99,0,5927,5698,244,1197,1186,11,809,809,0,817,801,16,18,18,0,996,996,0,59,56,3,188,188,0,283,283,0,13908,12176,1732,392,392,0,465,465,0,30183,24259,5924,2377,2155,222,348,348,0,164,164,0,5943,5943,0,772,772,0,546,546,0,65,65,0,418,418,0,1830,1830,0,121,121,0,1472,1369,103,55,55,0,1153,1153,0,647,647,0,84,84,0,17,17,0,6/7/2020
10,10,0,689,685,4,154,154,0,1042,984,58,4559,4559,0,1274,1274,0,4055,3218,837,483,483,0,485,427,58,2773,2773,0,2174,2174,0,17,17,0,598,598,0,83,63,20,5864,5864,0,2292,2110,182,232,232,0,470,468,2,2925,2814,111,7289,7152,137,2740,2616,124,98,98,0,5916,5683,244,1181,1170,11,809,809,0,803,787,16,18,18,0,992,992,0,59,56,3,186,186,0,283,283,0,13837,12106,1731,387,387,0,463,463,0,30123,24212,5911,2370,2148,222,345,345,0,163,163,0,5931,5931,0,772,772,0,545,545,0,65,65,0,417,417,0,1819,1819,0,121,121,0,1460,1357,103,55,55,0,1149,1149,0,645,645,0,84,84,0,17,17,0,6/6/2020
10,10,0,676,672,4,152,152,0,1012,956,56,4485,4485,0,1255,1255,0,4038,3196,842,475,475,0,485,427,58,2745,2745,0,2174,2174,0,17,17,0,592,592,0,83,63,20,5795,5795,0,2258,2078,180,232,232,0,466,465,1,2912,2801,111,7235,7097,138,2702,2580,122,98,98,0,5909,5672,244,1159,1148,11,799,799,0,803,787,16,18,18,0,966,966,0,59,56,3,186,186,0,273,273,0,13779,12049,1730,383,383,0,460,460,0,30066,24175,5891,2355,2135,220,344,344,0,161,161,0,5886,5886,0,772,772,0,538,538,0,65,65,0,408,408,0,1788,1788,0,120,120,0,1453,1350,103,55,55,0,1138,1138,0,633,633,0,84,84,0,17,17,0,6/5/2020
10,10,0,653,651,2,142,142,0,996,943,53,4422,4422,0,1254,1254,0,4007,3171,836,475,475,0,483,425,58,2691,2691,0,2147,2147,0,17,17,0,580,580,0,83,63,20,5736,5736,0,2231,2052,179,222,222,0,458,456,2,2883,2772,111,7201,7062,139,2668,2546,122,95,95,0,5901,5665,244,1126,1115,11,786,786,0,794,778,16,17,17,0,960,960,0,58,55,3,187,187,0,265,265,0,13697,11970,1727,375,375,0,460,460,0,30011,24133,5878,2339,2117,222,344,344,0,159,159,0,5817,5817,0,756,756,0,525,525,0,64,64,0,401,401,0,1767,1767,0,117,117,0,1445,1338,107,55,55,0,1135,1135,0,626,626,0,78,78,0,17,17,0,6/4/2020
10,10,0,653,651,2,142,142,0,981,930,51,4361,4361,0,1228,1228,0,3989,3156,833,473,473,0,475,418,57,2650,2650,0,2123,2123,0,17,17,0,574,574,0,83,63,20,5621,5621,0,2207,2032,175,222,222,0,450,449,1,2870,2759,111,7152,7012,140,2666,2544,122,95,95,0,5884,5657,243,1097,1086,11,786,786,0,782,767,15,17,17,0,939,939,0,54,51,3,181,181,0,256,256,0,13602,11880,1722,367,367,0,455,455,0,29918,24079,5839,2299,2080,219,341,341,0,159,159,0,5741,5741,0,742,742,0,518,518,0,62,62,0,388,388,0,1734,1734,0,117,117,0,1428,1322,106,55,55,0,1129,1129,0,616,616,0,78,78,0,17,17,0,6/3/2020
10,10,0,651,649,2,133,133,0,941,892,49,4286,4286,0,1185,1185,0,3972,3139,833,470,470,0,471,414,57,2613,2613,0,2102,2102,0,17,17,0,561,561,0,83,63,20,5525,5525,0,2197,2022,175,217,217,0,442,441,1,2835,2724,111,7085,6944,141,2646,2525,121,94,94,0,5869,5641,242,1082,1072,10,783,783,0,767,752,15,17,17,0,921,921,0,54,51,3,178,178,0,245,245,0,13490,11770,1720,362,362,0,452,452,0,29847,24023,5824,2258,2041,217,339,339,0,157,157,0,5667,5667,0,732,732,0,501,501,0,62,62,0,381,381,0,1698,1698,0,113,113,0,1407,1300,107,55,55,0,1124,1124,0,607,607,0,77,77,0,17,17,0,6/2/2020
10,10,0,646,644,2,133,133,0,917,870,47,4251,4251,0,1181,1181,0,3964,3110,854,468,468,0,471,414,57,2543,2543,0,2074,2074,0,17,17,0,551,551,0,82,62,20,5412,5412,0,2142,1976,166,217,217,0,439,438,1,2801,2690,111,7035,6894,141,2625,2505,120,89,89,0,5843,5627,242,1060,1050,10,773,773,0,739,726,13,17,17,0,898,898,0,50,47,3,170,170,0,245,245,0,13438,11721,1717,356,356,0,445,445,0,29766,23959,5807,2206,1993,213,334,334,0,154,154,0,5567,5567,0,720,720,0,500,500,0,62,62,0,367,367,0,1678,1678,0,113,113,0,1392,1282,110,55,55,0,1118,1118,0,595,595,0,75,75,0,17,17,0,6/1/2020
10,10,0,631,629,2,133,133,0,906,861,45,4213,4213,0,1181,1181,0,3944,3106,838,466,466,0,468,411,57,2534,2534,0,2042,2042,0,17,17,0,534,534,0,82,62,20,5390,5390,0,2134,1967,167,208,208,0,431,430,1,2791,2686,105,6846,6846,0,2596,2476,120,89,89,0,5818,5601,240,1050,1040,10,772,772,0,734,722,12,17,17,0,886,886,0,48,45,3,170,170,0,242,242,0,13412,11698,1714,351,351,0,444,444,0,29699,23905,5794,2155,1944,211,334,334,0,153,153,0,5555,5555,0,718,718,0,494,494,0,62,62,0,364,364,0,1672,1672,0,113,113,0,1375,1274,101,55,55,0,1118,1118,0,592,592,0,75,75,0,16,16,0,5/31/2020
10,10,0,618,618,0,133,133,0,903,860,43,4156,4156,0,1181,1181,0,3912,3102,810,462,462,0,466,409,57,2530,2530,0,2003,2003,0,17,17,0,531,531,0,82,62,20,5330,5330,0,2125,1958,167,208,208,0,418,417,1,2785,2680,105,6768,6768,0,2562,2444,118,89,89,0,5802,5578,240,1036,1026,10,771,771,0,723,713,10,17,17,0,877,877,0,48,45,3,170,170,0,238,238,0,13345,11634,1711,344,344,0,439,439,0,29612,23848,5764,2149,1938,211,334,334,0,153,153,0,5537,5537,0,711,711,0,487,487,0,62,62,0,364,364,0,1626,1626,0,112,112,0,1370,1269,101,55,55,0,1111,1111,0,588,588,0,75,75,0,16,16,0,5/30/2020
10,10,0,605,605,0,125,125,0,885,844,41,4068,4068,0,1168,1168,0,3868,3091,777,460,460,0,463,406,57,2495,2495,0,1974,1974,0,17,17,0,522,522,0,82,62,20,5270,5270,0,2110,1946,164,208,208,0,409,408,1,2766,2661,105,6718,6718,0,2538,2421,117,85,85,0,5778,5562,240,1006,996,10,738,738,0,710,701,9,17,17,0,859,859,0,48,45,3,164,164,0,232,232,0,13239,11531,1708,335,335,0,435,435,0,29535,23780,5755,2131,1921,210,329,329,0,151,151,0,5464,5464,0,693,693,0,483,483,0,59,59,0,360,360,0,1626,1626,0,107,107,0,1358,1258,100,55,55,0,1106,1106,0,568,568,0,74,74,0,15,15,0,5/29/2020
10,10,0,590,590,0,120,120,0,857,818,39,3973,3973,0,1135,1135,0,3826,3075,751,453,453,0,459,402,57,2446,2446,0,1962,1962,0,17,17,0,504,504,0,82,62,20,5186,5186,0,2068,1907,161,205,205,0,400,399,1,2740,2635,105,6640,6640,0,2501,2386,115,84,84,0,5751,5538,240,977,967,10,707,707,0,693,685,8,17,17,0,827,827,0,48,45,3,163,163,0,223,223,0,13104,11401,1703,329,329,0,425,425,0,29438,23722,5716,2098,1888,210,326,326,0,151,151,0,5373,5373,0,677,677,0,470,470,0,54,54,0,356,356,0,1601,1601,0,106,106,0,1338,1236,102,55,55,0,1095,1095,0,550,550,0,74,74,0,15,15,0,5/28/2020
10,10,0,581,581,0,120,120,0,831,794,37,3884,3884,0,1114,1114,0,3803,3067,736,445,445,0,453,397,56,2400,2400,0,1907,1907,0,17,17,0,491,491,0,81,61,20,5083,5083,0,2030,1871,159,205,205,0,400,399,1,2722,2617,105,6547,6473,74,2458,2343,115,81,81,0,5727,5511,240,942,932,10,696,696,0,670,664,6,17,17,0,794,794,0,44,41,3,153,153,0,214,214,0,13037,11339,1698,325,325,0,416,416,0,29339,23643,5696,2044,1842,202,322,322,0,148,148,0,5265,5265,0,655,655,0,466,466,0,54,54,0,353,353,0,1562,1562,0,105,105,0,1281,1202,79,54,54,0,1078,1078,0,539,539,0,74,74,0,13,13,0,5/27/2020
10,10,0,575,575,0,119,119,0,807,772,35,3814,3814,0,1088,1088,0,3769,3057,712,440,440,0,444,389,55,2338,2338,0,1871,1871,0,17,17,0,478,478,0,79,59,20,4923,4923,0,2004,1850,154,188,188,0,391,390,1,2701,2596,105,6473,6473,0,2417,2302,115,79,79,0,5703,5487,240,908,899,9,686,686,0,652,648,4,17,17,0,766,766,0,40,40,0,150,150,0,210,210,0,12886,11191,1695,320,320,0,412,412,0,29241,23564,5677,2002,1803,199,318,318,0,148,148,0,5152,5152,0,634,634,0,446,446,0,50,50,0,343,343,0,1536,1536,0,101,101,0,1236,1175,61,54,54,0,1070,1070,0,517,517,0,74,74,0,13,13,0,5/26/2020
10,10,0,562,562,0,117,117,0,806,773,33,3795,3795,0,1088,1088,0,3742,3053,689,440,440,0,436,382,54,2331,2331,0,1830,1830,0,17,17,0,459,459,0,79,59,20,4884,4884,0,1976,1832,152,188,188,0,391,390,1,2690,2585,105,6416,6416,0,2379,2267,112,78,78,0,5678,5463,238,890,881,9,685,685,0,635,633,2,16,16,0,754,754,0,39,39,0,150,150,0,209,209,0,12834,11144,1690,317,317,0,410,410,0,29138,23488,5650,1987,1788,199,313,313,0,148,148,0,5139,5139,0,608,608,0,440,440,0,50,50,0,338,338,0,1527,1527,0,98,98,0,1208,1158,50,54,54,0,1061,1061,0,514,514,0,72,72,0,12,12,0,5/25/2020
10,10,0,551,551,0,116,116,0,800,769,31,3774,3774,0,1088,1088,0,3693,3044,649,427,427,0,431,377,54,2316,2316,0,1824,1824,0,17,17,0,454,454,0,79,59,20,4856,4856,0,1976,1824,152,185,185,0,391,390,1,2690,2567,123,6372,6372,0,2341,2229,112,78,78,0,5640,5440,238,878,869,9,681,681,0,625,625,0,16,16,0,744,744,0,39,39,0,147,147,0,208,208,0,12819,11133,1686,308,308,0,408,408,0,29046,23391,5655,1969,1769,200,311,311,0,148,148,0,5124,5124,0,608,608,0,435,435,0,50,50,0,336,336,0,1506,1506,0,97,97,0,1171,1135,36,54,54,0,1055,1055,0,510,510,0,72,72,0,12,12,0,5/24/2020
10,10,0,546,546,0,113,113,0,799,771,28,3708,3708,0,1088,1088,0,3675,3032,643,427,427,0,425,371,54,2312,2312,0,1811,1811,0,17,17,0,444,444,0,79,59,20,4790,4790,0,1943,1812,152,185,185,0,391,390,1,2668,2560,123,6304,6304,0,2306,2197,109,77,77,0,5612,5402,237,861,852,9,676,676,0,616,616,0,16,16,0,737,737,0,39,39,0,147,147,0,208,208,0,12765,11081,1684,302,302,0,404,404,0,28900,23282,5618,1956,1756,200,311,311,0,147,147,0,5096,5096,0,597,597,0,425,425,0,50,50,0,329,329,0,1506,1506,0,97,97,0,1159,1123,36,54,54,0,1050,1050,0,507,507,0,72,72,0,12,12,0,5/23/2020
