date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-06-30,18,775,290,2793,6466,237,98,126,64,,1459,,133,60,1560,695,,408,781,733,452,29,471,270,599,779,12,908,25,121,34,992,127,593,891,722,315,149,634,74,1021,62,886,6533,250,902,16,282,242,27,6
2020-06-29,16,726,300,2721,6179,271,99,121,72,,1359,,119,50,1501,626,,381,737,762,447,31,557,278,599,719,13,843,25,117,34,978,119,555,853,669,329,151,635,73,1032,70,839,5913,254,796,13,270,236,28,7
2020-06-28,12,650,278,2691,5956,234,103,126,78,,1236,,118,48,1464,617,,386,715,748,446,31,557,288,412,676,11,890,24,123,35,1014,114,511,869,661,329,149,648,91,954,75,800,5497,289,818,15,304,251,32,5
2020-06-27,11,655,284,2577,5790,235,106,136,83,,1178,,131,42,1516,595,,387,700,769,478,24,557,300,680,731,9,888,23,125,32,1103,122,503,908,561,329,149,651,91,908,73,705,5523,287,819,14,305,248,33,5
2020-06-26,12,668,284,2110,5639,226,127,147,78,,1184,,141,48,1516,692,,387,700,791,487,28,557,335,600,769,14,892,23,126,32,1118,128,471,951,624,308,149,661,91,906,79,741,5102,238,854,14,272,262,33,5
2020-06-25,14,694,284,2453,5522,247,122,157,93,,1135,,137,45,1626,723,,377,653,822,511,25,557,336,546,755,15,891,25,131,49,1182,135,467,996,624,277,189,704,103,881,79,741,4739,230,854,15,304,247,24,7
2020-06-24,16,683,267,2270,5399,247,124,167,85,,1124,,140,34,1614,701,,335,631,939,544,26,557,340,546,767,17,906,27,125,51,1196,149,439,1071,592,268,185,707,104,832,81,696,4389,245,886,13,234,239,24,7
2020-06-23,14,681,248,2136,5065,238,138,171,91,,1056,,163,39,1648,736,,376,646,953,561,24,557,339,595,664,15,915,28,135,54,1092,141,389,1104,570,265,184,738,105,824,85,721,4092,214,847,19,204,240,21,8
2020-06-22,13,663,237,1992,4804,249,140,155,89,,1000,,169,41,1628,756,,349,630,920,602,27,557,332,415,710,15,870,31,141,55,1033,139,373,1122,549,197,145,745,106,731,88,664,3711,198,848,8,205,246,21,8
2020-06-21,15,625,240,1942,4679,256,149,168,79,,960,,170,31,1631,744,,354,589,927,608,26,557,322,415,689,15,845,31,140,55,1105,134,370,1142,496,197,154,735,123,692,89,605,3409,222,863,11,267,243,23,8
2020-06-20,16,638,224,1938,4582,255,150,177,75,,944,,182,28,1696,768,,354,574,964,644,29,557,324,415,465,10,883,28,141,61,1125,145,370,1220,482,197,154,715,123,673,91,588,3247,232,880,9,245,239,22,8
2020-06-19,18,650,224,1832,4587,250,172,184,75,,937,,197,28,1837,773,,339,561,994,648,26,557,339,594,661,9,871,26,149,56,1177,147,370,1284,525,211,154,731,123,660,95,635,3148,237,862,8,276,241,22,8
2020-06-18,18,668,226,1667,4584,270,176,189,79,,921,,188,23,1878,754,,400,585,968,660,27,557,345,533,668,8,857,26,156,56,1258,157,357,1358,547,197,141,740,126,626,93,617,2947,282,857,11,263,241,25,8
2020-06-17,23,688,217,1582,4522,270,186,197,83,,881,,188,28,1878,789,,416,585,998,702,27,562,351,533,668,5,846,25,156,62,1352,161,360,1479,541,181,158,788,126,607,91,632,2793,270,938,5,256,247,23,7
2020-06-16,22,683,214,1506,4462,290,201,192,87,,875,,193,24,1939,860,,395,588,1045,742,30,562,357,524,668,8,829,26,160,69,1291,156,349,1538,528,172,141,800,129,571,92,621,2518,271,904,12,235,275,24,7
2020-06-15,21,641,206,1449,4323,276,203,191,88,,865,,197,23,1961,882,,383,568,1026,745,31,562,353,612,661,7,797,31,160,69,1342,161,346,1608,513,149,125,851,127,536,93,642,2326,184,902,16,197,284,25,4
2020-06-14,11,576,204,1457,4247,276,205,186,93,,829,,203,22,1914,869,,410,556,1039,751,29,636,369,647,667,6,798,35,156,70,1391,162,332,1657,511,149,133,852,141,521,87,588,2287,178,958,26,229,291,30,5
2020-06-13,12,563,203,1412,4411,262,233,197,93,,810,,200,24,2117,871,,410,542,1069,799,29,636,390,595,684,7,823,35,157,76,1395,172,351,1734,516,154,133,875,141,523,85,583,2242,236,959,11,225,285,29,5
2020-06-12,15,624,203,1336,4480,274,244,212,100,,836,,225,20,2209,906,,514,549,1143,836,32,636,403,593,710,7,760,35,164,73,1480,179,328,1898,547,154,133,899,141,512,87,608,2166,197,1026,16,226,287,29,5
2020-06-11,18,647,187,1291,4534,279,246,238,109,,842,,242,28,2365,887,,514,553,1260,902,29,661,411,537,655,7,812,32,175,81,1512,183,337,2042,563,153,130,946,146,494,87,606,2008,188,1069,12,226,306,38,7
2020-06-10,22,646,181,1274,4719,277,270,245,108,,817,,245,20,2458,894,,508,549,1345,955,27,661,427,533,655,7,780,33,181,80,1701,197,359,2190,575,150,136,992,148,513,101,624,2153,223,1155,11,238,328,24,8
2020-06-09,12,628,173,1243,4583,305,293,255,108,,834,,255,21,2573,853,,525,568,1397,970,29,661,455,533,598,5,774,32,176,78,1736,193,350,2344,639,148,145,1032,144,541,90,587,2056,230,1169,16,205,331,24,8
2020-06-08,7,593,171,1266,4506,304,324,268,113,,819,,265,23,2496,902,,486,582,1415,979,37,661,452,611,598,2,739,29,166,86,1740,183,339,2371,644,158,137,1174,146,507,92,617,1935,182,1173,13,213,322,24,7
2020-06-07,7,518,145,1252,4525,322,333,285,103,,783,,269,30,2550,913,,495,575,1442,1003,34,864,450,657,585,2,696,28,167,84,1882,177,348,2427,603,158,121,1174,182,477,87,561,1878,207,1186,14,205,308,28,4
2020-06-06,7,473,154,1278,4526,299,333,276,117,,788,,299,21,2702,926,,495,582,1529,1059,35,864,473,666,604,1,708,29,181,84,1933,176,348,2603,628,158,121,1174,182,453,93,535,1822,147,1171,16,247,315,27,4
2020-06-05,8,582,147,1234,4625,299,350,273,128,,790,,299,29,2911,924,,505,604,1533,1076,35,617,478,666,604,1,717,30,190,86,1933,175,341,2728,671,164,121,1174,182,453,83,505,1855,133,1205,14,285,355,27,4
2020-06-04,13,601,138,1079,4455,319,373,276,142,,807,,310,28,3044,979,,518,613,1637,1096,35,617,512,599,633,1,659,32,211,88,1982,170,364,2849,693,148,124,1174,185,453,86,547,1796,164,1266,13,272,355,28,4
2020-06-03,11,610,132,1092,4458,356,406,285,153,,815,,314,30,3173,1017,,488,617,1684,1109,44,646,537,571,602,1,684,34,194,97,2250,170,372,2978,704,136,112,1164,189,433,87,548,1487,150,1311,10,263,357,34,4
2020-06-02,10,606,121,1009,4393,388,434,295,157,,828,,327,34,3238,961,,481,639,1657,1148,48,674,537,693,584,1,716,34,,98,2370,182,365,3121,697,124,102,1302,188,425,89,565,1773,159,1362,10,232,388,31,7
2020-06-01,10,596,115,968,4258,394,454,302,159,,841,,339,25,3215,1041,,457,661,1747,1174,52,674,549,693,584,2,650,35,,96,2466,191,361,3331,761,154,108,1302,195,450,87,504,1756,134,1371,16,245,403,31,8
2020-05-31,14,527,115,973,4331,414,481,295,160,,853,,341,29,3296,1050,,480,678,1824,1183,49,774,555,718,570,2,649,36,,107,2497,182,336,3436,779,154,117,1352,206,402,86,463,1684,142,1458,18,266,414,33,13
2020-05-30,14,536,104,975,4215,414,533,317,174,,850,,368,30,3336,1149,,499,674,1904,1239,46,774,589,679,593,2,638,34,,105,2626,189,371,3619,806,154,131,1352,219,387,93,516,1752,139,1471,17,319,409,33,13
2020-05-29,14,590,104,931,4414,421,577,338,183,,889,,376,31,3599,1149,,494,714,1991,1296,53,774,592,650,584,2,680,36,,110,2707,193,371,3781,833,160,155,1445,219,399,95,507,1701,135,1524,14,317,423,33,13
2020-05-28,10,527,104,945,4529,464,648,343,192,,903,,383,30,3649,1131,,512,761,2112,1334,58,860,606,648,594,1,708,35,,105,2797,196,439,4010,812,181,149,1476,222,397,105,545,1692,169,1502,17,325,408,35,15
2020-05-27,14,607,108,911,4544,464,684,349,196,,907,,393,24,3826,1122,,489,798,2106,1338,59,882,598,644,547,2,702,40,,91,2761,210,435,4208,885,156,146,1493,218,398,101,501,1645,127,1459,21,241,413,36,12
2020-05-26,12,569,107,818,4404,484,694,353,201,,854,,379,19,3788,1088,,484,831,2108,1315,60,953,570,500,561,2,621,40,,91,2723,211,390,4265,937,174,149,1493,226,433,106,582,1534,134,1403,25,267,422,35,14
2020-05-25,10,450,92,833,4306,507,706,331,205,,892,,377,15,3762,1102,,484,847,2132,1279,59,953,605,729,566,3,627,41,,92,2755,216,380,4348,872,,125,1628,240,407,99,517,1511,131,1376,19,207,388,36,10
2020-05-24,10,440,86,804,4300,560,701,324,211,,848,,363,23,3667,1112,,484,813,2169,1290,59,953,553,742,512,3,587,40,,93,2857,213,373,4393,864,174,117,1533,240,461,85,526,1572,128,1351,25,313,399,23,10
2020-05-23,10,446,81,784,4342,538,724,324,210,,848,,362,19,3753,1138,,477,836,2237,1320,50,953,568,742,590,3,589,39,,93,2974,208,402,4642,858,174,102,1560,233,430,90,478,1688,165,1384,21,332,388,39,10
2020-05-22,15,598,86,796,4762,571,740,342,221,,889,,362,19,3928,1203,,475,867,2323,1329,45,955,534,711,557,3,568,39,,97,3049,206,404,4844,879,190,146,1580,242,429,83,570,1578,163,1459,16,332,416,47,10
2020-05-21,19,574,78,812,4735,620,816,336,220,,919,,376,27,4107,1166,,474,884,2396,1374,41,1054,566,697,638,3,578,39,,103,3208,205,410,5187,892,201,140,1654,254,414,91,601,1680,169,1491,14,242,398,46,8
2020-05-20,16,560,78,810,4681,613,887,336,220,,959,,381,28,3914,1288,,443,931,2518,1410,43,1066,550,546,644,3,554,38,,105,3405,206,437,5570,902,209,152,1818,257,,81,652,1791,144,1536,15,168,393,58,9
2020-05-19,16,489,78,792,4363,626,914,375,236,,986,,383,28,4002,1268,,447,1004,2472,1421,44,1079,545,721,611,5,585,32,,109,3481,204,405,5818,913,167,137,1861,247,,75,615,1732,96,1497,24,168,398,54,8
2020-05-18,9,536,77,820,4391,626,920,374,240,,1025,,382,30,4120,1244,,381,1031,2533,1447,42,1075,488,570,559,4,511,32,,114,3509,213,423,5840,912,76,137,1885,236,,77,638,1551,179,1502,22,168,379,48,8
2020-05-17,13,460,65,796,4291,650,937,369,229,,1010,,376,26,4190,1246,,381,1019,2597,1460,37,1114,487,775,608,3,493,30,,115,3411,211,423,5897,914,180,156,1821,260,,77,513,1512,181,1524,14,168,364,48,8
2020-05-16,10,455,65,791,4424,650,994,382,250,,1005,,387,19,4306,1274,,381,1028,2692,1500,37,1256,493,775,641,3,481,33,,110,3564,208,423,6220,866,180,153,1873,273,,75,515,1791,168,1505,20,331,361,55,8
2020-05-15,8,519,65,808,4519,671,1033,393,269,,1029,,387,26,4367,1294,,385,1091,2767,1496,35,1256,498,812,573,3,492,35,,115,3823,223,425,6394,944,215,161,1934,272,,80,535,1716,161,1511,17,374,356,57,8
2020-05-14,12,509,64,781,4655,685,1103,397,273,,1060,,405,19,4473,1381,,377,1193,2859,1538,37,1330,498,796,589,3,507,38,,126,3958,209,515,6706,953,217,163,1983,271,,85,599,1648,142,1533,18,365,352,52,8
2020-05-13,12,524,59,755,4545,685,1158,423,282,,1091,,388,20,4563,1336,,379,1194,3101,1550,41,1384,494,771,604,3,521,37,192,121,4226,200,522,6946,924,218,162,2012,269,,79,635,1676,158,1526,17,384,343,58,10
2020-05-12,10,529,59,765,4544,688,1189,416,276,,1125,,385,25,4626,1283,,383,1320,3127,1563,34,1384,496,787,604,4,475,38,192,117,4328,199,522,7063,1032,190,165,2187,277,,74,591,1725,166,1529,18,321,326,50,10
2020-05-11,7,458,61,717,4549,738,1212,416,275,,1133,,394,30,4319,1346,,394,1310,3102,1544,37,1424,452,824,507,4,464,34,,113,4195,207,482,7226,1011,177,164,2176,276,,78,581,1525,160,1504,14,350,340,49,12
2020-05-10,8,424,64,713,4555,573,1242,447,285,,1144,,413,25,4293,1328,,394,1324,3128,1640,36,1437,434,824,645,4,442,29,,107,4308,194,444,7262,962,177,164,2230,283,,77,484,1626,144,1555,21,335,332,49,12
2020-05-09,8,437,64,739,4538,790,1301,447,288,,1179,,402,19,4739,1361,,369,1333,3229,1665,43,1531,476,855,607,4,513,34,,112,4628,198,,7776,929,177,139,2285,292,,79,509,1735,172,1593,21,393,339,53,12
2020-05-08,16,481,70,730,4514,790,1327,447,289,,1227,,407,16,4750,1379,,356,1359,3349,1674,44,1637,473,832,632,6,515,33,,113,4605,201,,8196,1060,228,159,2342,312,,76,550,1734,216,1625,15,393,345,65,9
2020-05-07,12,502,69,766,4560,821,1385,447,285,,1309,,417,20,4862,1457,,351,1432,3436,1683,39,1697,435,917,650,6,525,35,,113,4996,197,,8665,1057,223,171,2420,318,,70,558,1750,194,1613,14,358,339,76,11
2020-05-06,8,485,69,754,4681,798,1445,447,299,,1339,,414,21,4832,1558,,347,1465,3564,1707,37,1818,443,953,618,6,516,32,,115,5221,193,,9179,1045,230,191,2545,324,,72,557,1812,,1496,26,390,298,76,11
2020-05-05,13,522,89,728,4622,792,1500,447,284,,1343,,407,27,4780,1537,,333,1512,3542,1693,36,1948,434,893,645,6,534,31,,111,5328,178,,9600,1069,236,219,2580,327,,75,520,1888,,1496,33,292,309,64,13
2020-05-04,12,517,91,703,4616,834,1488,447,281,,1377,,389,27,4493,1449,,329,1502,3539,1649,37,1948,396,858,646,6,498,31,,103,5287,181,,9647,1078,236,207,2708,339,,69,499,1533,,1463,15,263,348,73,13
2020-05-03,12,427,100,732,4734,883,1551,,284,,1410,,378,27,4701,1398,,334,1530,3617,1635,33,2100,373,896,667,5,475,31,,103,5317,164,,9786,931,236,205,2645,330,,71,510,1540,,1413,19,411,348,73,13
2020-05-02,10,420,95,718,4722,883,1592,,300,,1440,,353,23,4717,1456,,334,1545,3601,1657,36,2100,389,896,632,5,502,32,,103,5713,168,,10350,1003,236,209,2673,333,,71,474,1725,,1426,11,428,352,76,13
2020-05-01,25,495,95,709,4706,931,1592,,281,,1500,,345,28,4900,1431,,330,1607,3716,1668,37,2319,369,883,651,5,547,27,,112,5972,159,,10993,,255,208,2683,352,,69,529,1778,,1431,19,470,341,81,13
2020-04-30,19,479,95,755,4981,959,1650,,296,,,,335,36,4953,1466,,325,1601,3803,1711,35,2319,365,853,639,5,546,30,,107,6137,172,,11598,,291,243,2707,339,,76,605,1686,,1550,23,474,359,84,13
2020-04-29,14,498,93,756,5011,966,1691,,326,,,,323,39,5036,1484,,320,1629,3856,1610,32,2498,320,891,677,5,551,28,,106,6289,163,,12159,,283,227,2781,269,,69,614,1702,,1566,26,490,350,102,12
2020-04-28,16,530,104,737,4983,964,1732,,337,,,,304,41,4738,1518,,313,1666,3875,1528,33,2623,314,655,639,10,463,25,,99,6476,157,,12646,,288,249,2781,266,,69,611,1682,,1508,29,436,351,87,16
2020-04-27,10,426,109,647,4878,994,1758,402,325,,,,300,36,4672,1493,,308,1683,3892,1513,39,2667,292,679,590,11,473,23,,101,6407,155,,12819,,306,249,2800,266,,61,618,1563,,1455,33,536,335,100,16
2020-04-26,14,384,104,671,4928,1007,1766,402,317,,,,286,38,4595,1446,,301,1701,3879,1463,39,2757,285,679,644,11,451,18,,95,6573,148,,12839,,306,249,2736,258,,64,568,1542,,1436,34,508,343,100,16
2020-04-25,32,351,104,697,4847,1046,1810,402,300,,,,293,35,4699,1515,,303,1700,3879,1408,39,2889,288,850,649,11,456,17,,89,6722,152,,13524,,306,261,2748,263,,61,510,1597,,1405,37,455,341,97,16
2020-04-24,36,429,101,639,4880,1084,1877,402,277,,,,278,31,4828,,,302,1697,3847,1425,39,3022,278,877,586,12,477,17,,92,6847,152,,14258,,310,258,2746,267,,61,593,1674,,1399,32,551,356,97,16
2020-04-23,42,406,101,699,4929,1084,1947,402,290,,,,282,52,4877,,,301,1727,3851,1405,42,3611,268,884,595,13,486,18,,91,7240,123,,15021,,284,304,2750,316,,58,488,1649,,1379,44,544,349,108,
2020-04-22,39,440,97,664,4984,859,1972,402,269,,,,272,54,4665,,,286,1747,3890,1432,42,3305,240,1001,628,13,434,23,,94,7210,121,,15599,,298,302,2764,314,,62,441,1678,,1374,37,543,352,103,19
2020-04-21,42,401,86,637,4886,851,1949,402,263,,,,214,69,4776,,,263,1798,3977,1433,40,3357,237,1001,548,14,427,17,,78,7594,119,,16135,,346,297,2743,309,,65,523,1419,,1331,41,503,358,85,19
2020-04-20,46,397,93,637,4674,861,1919,402,256,,,,214,53,4599,,,274,1794,3872,,39,3374,237,873,548,19,373,17,,79,6986,116,,16103,,307,303,2701,297,,,505,1411,,1296,49,403,357,77,19
2020-04-19,37,360,88,631,4731,874,1938,313,249,,,,198,43,4314,,,274,1748,3789,,46,3403,228,875,,18,465,15,,85,7494,103,,16213,,307,290,2634,298,,,393,1471,,1319,53,586,357,72,19
2020-04-18,39,359,86,566,4936,874,1946,313,224,,,,193,53,4340,,,360,1761,3728,,49,3634,239,875,,17,388,13,,86,7718,92,,16967,,307,290,2613,293,,,593,1321,,1307,56,518,361,83,19
2020-04-17,,364,83,566,4892,843,1946,313,224,,,,183,58,4454,,,477,1868,3756,,55,3674,223,1043,,21,429,16,,74,8011,96,,17316,,325,301,2603,252,,,465,1522,,1308,32,622,361,85,19
2020-04-16,,360,85,578,5031,858,1926,313,209,,,,175,70,4423,,,412,1914,3726,,47,3809,213,1043,,21,452,14,,70,8224,90,,17735,,236,307,2512,245,,,444,1459,,1337,58,595,394,85,19
2020-04-15,,402,83,590,5163,859,1908,313,208,,,,171,66,4283,,,305,1943,3637,,48,3918,197,1024,,21,431,13,,70,8270,90,,18335,,194,305,2395,229,,,412,1538,,1298,63,645,406,82,
2020-04-14,,380,81,580,5163,878,1779,295,204,,,,163,59,4283,,,299,1977,3616,,58,3910,177,1041,,24,418,13,,72,8185,87,,18697,,194,311,2317,213,,,443,1409,,1282,64,387,441,87,
2020-04-13,,380,74,525,3015,888,1760,295,201,,,,142,62,3680,,,289,2134,3485,,22,3986,157,988,,21,313,13,,,7781,87,,18825,,383,321,2243,197,,,458,1176,,1238,33,527,431,95,
2020-04-12,,290,74,,5234,842,1654,,190,,,,129,63,3680,,,271,2084,2514,,,3636,157,988,,22,331,12,,,7604,80,282,18707,,383,295,2097,201,,,324,1338,,751,34,642,443,81,
2020-04-11,,343,86,,5236,822,1593,,190,,,,118,61,3680,,,271,2067,2507,,,3636,145,506,,21,362,10,,,7618,78,282,18654,,383,140,2115,183,,,411,1514,,1252,77,649,445,85,
2020-04-10,,350,86,,2897,841,1562,,181,,,,125,67,3680,,,271,2054,2435,,,3823,143,568,,29,423,13,,,7570,75,282,18569,,186,146,2072,169,,,561,1532,,1238,32,642,443,85,
2020-04-09,,324,73,,2825,842,1464,,201,,,,122,70,3680,,,,2014,2302,,,3826,145,568,,13,398,14,,,7363,73,282,18279,,188,146,2051,160,,,639,1439,,669,33,650,446,,
2020-04-08,,308,76,,2714,848,1308,,147,,,,122,62,3680,,,,1983,2119,,,,135,519,,,386,16,,,7026,59,282,18079,,188,156,1898,143,,,708,1491,,,35,655,351,,
2020-04-07,,302,74,,2611,833,1308,,147,,,,104,67,3680,,,,1996,1831,,,,120,508,,,354,18,,,7017,51,282,17493,,186,,1665,123,,,802,1252,,,29,641,334,,
2020-04-06,,297,74,,2509,786,1221,,101,,,,99,62,,,,,1981,1667,,,,115,439,,,270,19,,,6390,48,,16837,,161,,,109,,,834,1153,,,28,638,300,,
2020-04-05,,282,67,,2398,786,1142,,101,,,,91,51,,,,,1803,1632,,,,106,424,,,261,20,,,4000,45,,16479,,,,,103,,,637,827,,,29,581,294,,
2020-04-04,,238,72,,2300,783,1033,,95,,,,85,53,,,,,1726,1370,,,,95,413,,,271,,,,4000,37,,15905,,,,,93,,,601,196,,,29,574,279,,
2020-04-03,,238,71,,2188,777,909,,63,,,,80,45,,,,,1707,,,,,86,,,,184,,,,3016,41,,14810,,171,188,,77,,,625,196,,,29,,257,,
2020-04-02,,226,66,,1922,739,827,,56,,,,74,49,,,,,1639,,,,,75,,,,184,,,,2000,31,,13383,,182,134,,72,,,656,196,,246,29,,192,,
2020-04-01,,258,56,,1855,698,766,,51,,,,63,49,,,,,1498,,,,,54,,,,204,,,,2000,31,,12226,,174,132,,60,,,486,196,,,30,,,,
2020-03-31,,172,64,,1617,574,608,,57,,,,61,45,,,,,1355,,,,,56,,,,157,,,,2000,24,,10929,,,132,,59,,,9,196,,,21,,,,
2020-03-30,,156,62,,1432,503,517,,45,,,,51,42,,,,,1185,,,,,56,,,,137,,,,2000,22,,9517,,,132,,41,,,,,,,,,,,
2020-03-29,,158,43,,1034,358,404,,33,,,,51,35,,,,,1127,,,,,39,,,,91,,,,2000,22,,8503,,,107,,35,,,,,,,,,,,
2020-03-28,,134,48,,1034,332,205,,31,,,,46,37,,,,,927,,,,,30,,,,87,,,,2000,19,,7328,,,107,,29,,,,,,,,,,,
2020-03-27,,112,48,,746,307,173,,15,,,,32,31,,,,,773,,,,,34,,,,77,,,,2000,17,,6481,,,91,,28,,,,,,,,,,,
2020-03-26,,106,41,,,278,125,,13,,,,31,34,,,,,676,,,,,31,,,,29,,,,1080,,,5327,,,,,23,,,,,,,,,,,
2020-03-25,,91,22,,,230,113,,11,,,,23,,,,,,491,,,,,26,,,,29,,,,,,,4079,,,,,15,,,,,,,,,,,
2020-03-24,,74,22,,,152,71,,,,,,,,,,,,271,,,,,,,,,,,,,,,,3343,,,,,,,,,,,,,,,,
2020-03-23,,,13,,,116,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629,,,,,,,,,,,,,,,,
2020-03-22,,,13,,,74,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043,,,,,,,,,,,,,,,,
2020-03-21,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436,,,,,,,,,,,,,,,,
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,,,,,,,,,,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
