0,0,0,32,25,7,24,20,4,43,42,1,91,91,0,5,5,0,23,16,7,2,2,0,4,3,1,80,80,0,40,22,18,1,1,0,27,27,0,23,23,0,147,126,21,63,63,0,84,84,0,20,19,1,34,34,0,34,34,0,26,25,1,2,2,0,57,53,4,64,64,0,30,30,0,23,20,3,6,6,0,43,40,3,17,17,0,28,28,0,1,1,0,23,23,0,23,23,0,29,29,0,48,35,13,65,56,9,15,15,0,4,4,0,108,108,0,6,6,0,30,25,5,36,36,0,74,62,12,183,183,0,17,17,0,16,11,5,1,1,0,11,11,0,81,78,3,16,15,1,0,0,0
1,1,0,72,50,22,22,20,2,19,17,2,106,106,0,26,26,0,21,13,8,2,2,0,0,0,0,81,81,0,37,33,4,0,0,0,40,40,0,14,13,1,180,164,16,59,59,0,0,0,0,30,27,3,15,12,3,28,27,1,21,19,2,1,1,0,144,134,10,68,68,0,30,30,0,18,15,3,0,0,0,38,34,4,14,14,0,10,10,0,2,2,0,34,34,0,12,12,0,6,6,0,41,32,9,63,60,3,18,18,0,20,20,0,116,116,0,4,4,0,19,18,1,31,31,0,80,61,19,230,230,0,16,16,0,36,25,11,1,1,0,21,21,0,85,83,2,11,9,2,21,21,0
0,0,0,46,33,13,30,28,2,53,47,6,61,61,0,25,25,0,13,10,3,5,5,0,3,3,0,88,88,0,57,40,17,1,1,0,39,39,0,35,30,5,151,139,12,59,60,0,60,60,0,15,15,0,28,23,5,47,47,0,16,15,1,4,4,0,62,62,0,63,63,0,24,24,0,20,12,8,18,18,0,46,42,4,21,21,0,19,19,0,2,2,0,37,26,11,26,26,0,3,3,0,31,36,0,55,50,5,26,26,0,10,10,0,110,110,0,6,6,0,26,22,4,30,30,0,53,44,9,187,187,0,8,8,0,25,12,13,1,1,0,23,23,0,58,52,6,14,14,0,0,0,0
2,2,0,52,39,13,20,19,1,10,9,1,36,36,0,23,23,0,12,12,0,0,0,0,3,3,0,86,86,0,41,25,16,0,0,0,36,36,0,4,3,1,113,96,17,89,84,5,0,0,0,33,32,1,17,14,3,20,20,0,26,26,0,1,1,0,80,79,1,25,25,0,67,67,0,36,30,6,21,21,0,38,34,4,26,26,0,18,18,0,2,2,0,38,38,0,28,28,0,27,27,0,36,30,6,30,25,5,6,6,0,13,13,0,30,30,0,8,8,0,13,11,2,0,0,0,72,60,12,117,117,0,9,9,0,29,24,5,0,0,0,29,29,0,103,92,11,13,9,4,11,11,0
0,0,0,1,1,0,42,38,4,0,0,0,10,10,0,42,42,0,22,20,2,0,0,0,0,0,0,41,41,0,10,9,1,0,0,0,6,6,0,0,0,0,42,37,5,26,26,0,10,10,0,3,3,0,7,7,0,11,12,0,7,7,0,0,0,0,55,55,0,12,12,0,12,12,0,2,1,1,2,2,0,8,8,0,25,25,0,0,0,0,1,1,0,14,14,0,21,21,0,8,8,0,32,26,6,20,14,6,10,10,0,4,4,0,13,13,0,5,5,0,31,27,4,0,0,0,30,25,5,20,20,0,5,5,0,6,6,0,0,0,0,0,0,0,13,12,1,3,2,1,0,0,0
0,0,0,2,2,0,35,32,3,2,1,1,35,35,0,0,0,0,0,0,0,2,2,0,0,0,0,30,30,0,1,0,1,0,0,0,13,13,0,7,5,2,74,72,2,22,22,0,0,0,0,3,3,0,11,10,1,36,33,3,9,9,0,2,2,0,0,0,0,25,25,0,1,1,0,3,3,0,6,6,0,50,45,5,0,0,0,4,4,0,0,0,0,18,18,0,7,7,0,1,1,0,31,30,1,8,6,2,12,12,0,2,2,0,38,38,0,8,8,0,2,2,0,23,23,0,16,16,0,89,89,0,8,8,0,1,1,0,0,0,0,0,0,0,12,12,0,8,6,2,0,0,0
2,2,0,15,9,6,0,0,0,43,39,4,81,81,0,0,0,0,0,0,0,1,1,0,2,2,0,45,45,0,51,44,7,0,0,0,24,24,0,3,3,0,197,166,31,25,25,0,0,0,0,11,10,1,0,0,0,28,27,1,20,20,0,1,1,0,68,65,3,34,34,0,14,14,0,21,12,9,37,37,0,36,32,4,0,0,0,19,19,0,1,1,0,26,26,0,10,10,0,15,15,0,25,24,1,14,13,1,23,23,0,6,6,0,50,50,0,3,3,0,9,9,0,53,53,0,25,21,4,150,150,0,9,9,0,14,13,1,0,0,0,12,12,0,56,52,4,9,9,0,17,17,0
0,0,0,18,19,0,4,4,0,17,13,4,29,29,0,0,0,0,11,9,2,0,0,0,2,2,0,74,74,0,24,15,9,0,0,0,18,18,0,16,16,0,45,27,18,50,50,0,41,41,0,25,22,3,24,22,2,23,23,0,12,12,0,3,3,0,123,118,5,46,46,0,20,20,0,5,4,1,5,5,0,14,13,1,17,17,0,25,25,0,3,3,0,27,27,0,22,22,0,13,13,0,28,24,4,42,38,4,12,12,0,7,7,0,30,30,0,4,4,0,17,18,0,1,1,0,64,52,12,173,173,0,14,14,0,27,23,4,0,0,0,25,25,0,62,58,4,10,10,0,0,0,0
0,0,0,12,12,0,18,17,1,12,7,5,38,38,0,33,33,0,10,7,3,0,0,0,8,5,3,73,73,0,75,70,5,0,0,0,31,31,0,19,16,3,48,43,5,51,51,0,0,0,0,18,15,3,39,34,5,20,21,0,12,12,0,1,1,0,49,45,4,36,36,0,16,16,0,17,10,7,0,0,0,8,8,0,34,33,1,1,1,0,3,3,0,19,18,1,18,18,0,3,3,0,26,29,0,35,31,4,11,11,0,4,4,0,49,49,0,7,7,0,8,8,0,0,0,0,27,17,10,143,143,0,9,9,0,17,16,1,0,0,0,0,0,0,67,58,9,2,3,0,0,0,0
4,4,0,81,68,13,14,13,1,36,29,7,69,69,0,0,0,0,9,6,3,0,0,0,2,2,0,52,52,0,76,69,7,1,1,0,25,25,0,16,14,2,153,145,8,31,31,0,34,34,0,14,12,2,0,0,0,38,37,1,16,16,0,2,2,0,42,42,0,52,52,0,24,24,0,17,13,4,10,10,0,38,36,2,22,22,0,20,20,0,3,3,0,15,15,0,14,14,0,18,18,0,25,21,4,76,73,3,19,19,0,5,5,0,59,59,0,6,6,0,14,14,0,27,27,0,89,74,15,141,141,0,6,6,0,15,14,1,0,0,0,22,22,0,72,62,10,7,7,0,0,0,0
8,8,0,36,25,11,4,4,0,28,12,16,24,24,0,22,22,0,9,6,3,2,2,0,3,3,0,69,69,0,53,41,12,0,0,0,25,25,0,12,10,2,82,79,3,67,63,4,0,0,0,14,13,1,10,10,0,21,21,0,12,12,0,3,3,0,86,84,2,23,23,0,146,146,0,37,23,14,5,5,0,45,41,4,0,0,0,7,7,0,0,0,0,21,21,0,14,14,0,7,7,0,30,32,0,23,19,4,7,7,0,3,3,0,62,62,0,4,4,0,21,17,4,3,3,0,62,52,10,94,94,0,11,11,0,13,13,0,0,0,0,21,21,0,72,66,6,16,12,4,13,13,0
